id,title,author,rating,tags,volume,image,link
35,Две жизни. I-II части,Конкордия Антарова,4.6,"['Духовная литература', 'Литература 20 века', 'Эзотерика / оккультизм', 'В поисках истины', 'Духовная мудрость', 'Духовные ценности', 'Живая этика (Агни-йога)', 'Мистические романы', 'Психологическая проза', 'Философская проза', 'Эзотерические учения']",1300,https://cv2.litres.ru/pub/c/elektronnaya-kniga/cover_415/50405422-konkordiya-antarova-dve-zhizni-i-ii-chasti.jpg,https://www.litres.ru/konkordiya-antarova/dve-zhizni-i-ii-chasti/
36,Иностранка,Сергей Довлатов,4.6,"['Литература 20 века', '11 класс', 'Житейские истории', 'Ироничная проза', 'Русская эмиграция']",100,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/144211-sergei-dovlatov-inostranka.jpg,https://www.litres.ru/sergei-dovlatov/inostranka/
37,Заповедник,Сергей Довлатов,4.5,"['Литература 20 века', 'Автобиографическая проза', 'Житейские истории', 'Ироничная проза']",110,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/118897-sergei-dovlatov-zapovednik.jpg,https://www.litres.ru/sergei-dovlatov/zapovednik/
38,Мотылек,Анри Шарьер,4.5,"['Зарубежные приключения', 'Литература 20 века', 'Автобиографические романы', 'Опасные приключения', 'Побег', 'Спецслужбы', 'Экранизации']",740,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/6665716-anri-sharer-motylek.jpg,https://www.litres.ru/anri-sharer/motylek/
39,Весь Булгаков,Михаил Булгаков,4.2,"['Историческая литература', 'Классическая проза', 'Книги о войне', 'Литература 20 века', 'Борьба за власть', 'Гражданская война', 'Опасные приключения', 'Остросюжетная фантастика', 'Первая мировая война', 'Революция', 'Сатира', 'Советская фантастика', 'Судьба человека', 'Эксперименты над людьми']",2250,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/24622943-mihail-bulgakov-ves-bulgakov.jpg,https://www.litres.ru/mihail-bulgakov/ves-bulgakov/
40,Сентябрь,Розамунда Пилчер,4.6,"['Зарубежная классика', 'Литература 20 века', 'В поисках счастья', 'Женские судьбы', 'Житейские истории', 'Превратности судьбы', 'Проза жизни']",620,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/42189891-rozamunda-pilcher-sentyabr-42189891.jpg,https://www.litres.ru/rozamunda-pilcher/sentyabr-42189891/
41,Поправка-22,Джозеф Хеллер,4.4,"['Зарубежная классика', 'Книги о войне', 'Литература 20 века', 'Авантюрные романы', 'Вторая мировая война', 'Сатира', 'Экранизации']",650,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/11313939-dzhozef-heller-popravka-22.jpg,https://www.litres.ru/dzhozef-heller/popravka-22/
42,Серебряные коньки,Мэри Мейпс Додж,4.7,"['Детская проза', 'Зарубежная классика', 'Зарубежные детские книги', 'Литература 19 века', 'Вечные ценности', 'Взросление', 'Детская дружба', 'Детская классика', 'Жизненные трудности', 'Повести']",310,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/7588741-meri-meyp-dodzh-serebryanye-konki.jpg,https://www.litres.ru/meri-meyp-dodzh/serebryanye-konki/
43,Таинственная история Билли Миллигана,Дэниел Киз,4.7,"['Документальная литература', 'Зарубежная классика', 'Литература 20 века', 'Американская литература', 'Документальные романы', 'Загадочные события', 'Интеллектуальный бестселлер', 'Психические расстройства', 'Раздвоение личности', 'Современная классика']",520,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/8634885-deniel-kiz-tainstvennaya-istoriya-billi-milligana-8634885.jpg,https://www.litres.ru/deniel-kiz/tainstvennaya-istoriya-billi-milligana-8634885/
44,Гроздья гнева,Джон Стейнбек,4.7,"['Зарубежная классика', 'Классическая проза', 'Литература 20 века', 'Американская литература', 'Великая депрессия', 'Пулитцеровская премия', 'Судьба человека']",590,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/143960-dzhon-steynbek-grozdya-gneva.jpg,https://www.litres.ru/dzhon-steynbek/grozdya-gneva/
45,Нежить,Юхан Эгеркранс,3.8,"['Мифы / легенды / эпос', 'Иллюстрированное издание', 'Красочные иллюстрации', 'Нежить', 'Скандинавская мифология']",110,https://cv7.litres.ru/pub/c/elektronnaya-kniga/cover_415/43844074-uhan-egerkrans-nezhit.jpg,https://www.litres.ru/uhan-egerkrans/nezhit/
46,Защита Лужина,Владимир Набоков,4.6,"['Литература 20 века', 'Русская классика', 'Жизненный выбор', 'Интеллектуальная проза', 'Психологическая проза', 'Судьба человека']",230,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/140652-vladimir-nabokov-zaschita-luzhina.jpg,https://www.litres.ru/vladimir-nabokov/zaschita-luzhina/
