id,title,author,rating,tags,volume,image,link
889,Greek Affairs: In the Boss's Arms,Эбби Грин,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",540,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310955-ebbi-grin-greek-affairs-in-the-boss-s-arms.jpg,https://www.litres.ru/ebbi-grin/greek-affairs-in-the-boss-s-arms/
890,His Until Midnight,Reese Ryan,0,"['Контркультура', 'Короткие любовные романы', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика']",170,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310950-reese-ryan-26775900-his-until-midnight.jpg,https://www.litres.ru/reese-ryan-26775900/his-until-midnight/
891,Latin Lovers: Seductive Frenchman,Эбби Грин,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",560,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310945-ebbi-grin-latin-lovers-seductive-frenchman.jpg,https://www.litres.ru/ebbi-grin/latin-lovers-seductive-frenchman/
892,Latin Lovers,Helen Bianchin,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература', 'Эротические романы']",450,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310940-helen-bianchin-21068174-latin-lovers.jpg,https://www.litres.ru/helen-bianchin-21068174/latin-lovers/
893,Million Dollar Baby,Janice Maynard,0,"['Вестерны', 'Контркультура', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика']",200,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310930-janice-maynard-21067862-million-dollar-baby.jpg,https://www.litres.ru/janice-maynard-21067862/million-dollar-baby/
894,Christmas Betrothals,Sophia James,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",490,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310890-amanda-mccabe-21066886-christmas-betrothals.jpg,https://www.litres.ru/amanda-mccabe-21066886/christmas-betrothals/
895,At His Service: Nanny Needed,Cara Colter,0,"['Зарубежная фантастика', 'Зарубежные любовные романы', 'Короткие любовные романы', 'Современная зарубежная литература']",560,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310885-cara-colter-21067006-at-his-service-nanny-needed.jpg,https://www.litres.ru/cara-colter-21067006/at-his-service-nanny-needed/
896,New Year Kisses,Кэрол Мортимер,0,"['Контркультура', 'Короткие любовные романы', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика']",540,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310880-kerol-mortimer-new-year-kisses.jpg,https://www.litres.ru/kerol-mortimer/new-year-kisses/
897,A Regency Duchess's Awakening,Amanda McCabe,0,"['Историческая литература', 'Исторические любовные романы']",490,https://cv7.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310875-amanda-mccabe-21066886-a-regency-duchess-s-awakening.jpg,https://www.litres.ru/amanda-mccabe-21066886/a-regency-duchess-s-awakening/
898,Playboy Doc's Mistletoe Kiss,Tina Beckett,0,"['Контркультура', 'Короткие любовные романы', 'Современная зарубежная литература', 'Эротические романы', 'Юмористическая фантастика']",180,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/63310865-tina-beckett-21067502-playboy-doc-s-mistletoe-kiss.jpg,https://www.litres.ru/tina-beckett-21067502/playboy-doc-s-mistletoe-kiss/
