id,title,author,rating,tags,volume,image,link
1401,Drobnoludki i inne dziwy. Rudy zbój,Antoni Ferdynand Ossendowski,0,"['Легкая проза', 'Стихи и поэзия', 'Авантюрные приключения', 'Проза жизни', 'Экранизации']",,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/61199255-antoni-ferdynand-ossendowski-drobnoludki-i-inne-dziwy-rudy-zboj.jpg,https://www.litres.ru/antoni-ferdynand-ossendowski/drobnoludki-i-inne-dziwy-rudy-zboj/
1402,Artur. Arthur,Эжен Сю,0,"['Легкая проза', 'Стихи и поэзия', 'Авантюрные приключения', 'Проза жизни', 'Экранизации']",,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/61199185-ezhen-su-artur-arthur.jpg,https://www.litres.ru/ezhen-su/artur-arthur/
1403,Pierwsza miłość,Иван Тургенев,0,"['Легкая проза', 'Стихи и поэзия', 'Авантюрные приключения', 'Проза жизни', 'Экранизации']",,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/61198915-ivan-turgenev-pierwsza-milosc-61198915.jpg,https://www.litres.ru/ivan-turgenev/pierwsza-milosc-61198915/
1404,Wojna chocimska,Wacław Potocki,0,"['Зарубежная поэзия', 'Литературоведение', 'Стихи и поэзия', 'Языкознание', 'Биографии поэтов', 'История литературы', 'Лирика']",,https://cv2.litres.ru/pub/c/elektronnaya-kniga/cover_415/61197720-potocki-wac-aw-wojna-chocimska.jpg,https://www.litres.ru/potocki-wac-aw/wojna-chocimska/
1405,Wywczasy Młynowskie. Nowele,Adolf Dygasiński,0,"['Легкая проза', 'Стихи и поэзия', 'Авантюрные приключения', 'Проза жизни', 'Экранизации']",,https://cv1.litres.ru/pub/c/elektronnaya-kniga/cover_415/61197510-adolf-dygasinski-wywczasy-mlynowskie-nowele.jpg,https://www.litres.ru/adolf-dygasinski/wywczasy-mlynowskie-nowele/
1406,Czerwone koło. Le Cercle rouge,Морис Леблан,0,"['Легкая проза', 'Стихи и поэзия', 'Авантюрные приключения', 'Проза жизни', 'Экранизации']",,https://cv8.litres.ru/pub/c/elektronnaya-kniga/cover_415/61197280-moris-leblan-czerwone-kolo-le-cercle-rouge.jpg,https://www.litres.ru/moris-leblan/czerwone-kolo-le-cercle-rouge/
1407,Z „Zapisek myśliwego”,Иван Тургенев,0,"['Легкая проза', 'Стихи и поэзия', 'Авантюрные приключения', 'Проза жизни', 'Экранизации']",,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/61197130-ivan-turgenev-z-zapisek-mysliwego.jpg,https://www.litres.ru/ivan-turgenev/z-zapisek-mysliwego/
1408,Небесные тела,Леонид Александрович Машинский,0,"['Стихи и поэзия', 'Христианство', 'Звезды', 'Планеты', 'Самиздат', 'Сборники стихотворений']",20,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/61138597-leonid-aleksandrovich-mashinskiy-nebesnye-tela.jpg,https://www.litres.ru/leonid-aleksandrovich-mashinskiy/nebesnye-tela/
1409,Научные плоды,Леонид Александрович Машинский,0,"['Научно-популярная литература', 'Стихи и поэзия', 'Наука', 'Новости науки и техники', 'Поиски смысла жизни', 'Самиздат', 'Сборники стихотворений']",26,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/61138543-leonid-aleksandrovich-mashinskiy-nauchnye-plody.jpg,https://www.litres.ru/leonid-aleksandrovich-mashinskiy/nauchnye-plody/
1410,Комары и мухи,Леонид Александрович Машинский,0,"['Природа и животные', 'Стихи и поэзия', 'Насекомые', 'Самиздат', 'Сборники стихотворений', 'Смысл жизни', 'Энтомология']",28,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/61137666-leonid-aleksandrovich-mashinskiy-komary-i-muhi.jpg,https://www.litres.ru/leonid-aleksandrovich-mashinskiy/komary-i-muhi/
1411,Lekcje pływania,Lili Reinhart,5.0,"['Зарубежная поэзия', 'Внутренний мир человека', 'Лирическая поэзия', 'Личный опыт', 'Сборники стихотворений']",,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/61106765-lili-reinhart-lekcje-plywania.jpg,https://www.litres.ru/lili-reinhart/lekcje-plywania/
1412,Голос души,Юлия Александровна Лавшук,0,"['Стихи и поэзия', 'Мотивация и личность', 'Романтика', 'Самиздат', 'Современная поэзия']",5,https://cv7.litres.ru/pub/c/elektronnaya-kniga/cover_330/61087678-uliya-aleksandrovna-lavshuk-golos-dushi.jpg,https://www.litres.ru/uliya-aleksandrovna-lavshuk/golos-dushi/
1413,Im Himmel wird's nicht besser sein,Heidemarie Stein,0,['Зарубежная поэзия'],23,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/61086641-heidemarie-stein-im-himmel-wird-s-nicht-besser-sein.jpg,https://www.litres.ru/heidemarie-stein/im-himmel-wird-s-nicht-besser-sein/
1414,Aria motyla,Krystyna Gucewicz,5.0,"['Зарубежная поэзия', 'Стихи и поэзия', 'Лирика', 'Польская поэзия']",,https://cv4.litres.ru/pub/c/elektronnaya-kniga/cover_415/61060940-krystyna-gucewicz-aria-motyla.jpg,https://www.litres.ru/krystyna-gucewicz/aria-motyla/
1415,"Детство, кризис и любовь",Баир Владимирович Шобоев,5.0,"['Стихи и поэзия', 'Самиздат', 'Стихи для взрослых', 'Циклы стихов']",13,https://cv2.litres.ru/pub/c/elektronnaya-kniga/cover_330/60984626-bair-vladimirovich-shoboev-detstvo-krizis-i-lubov.jpg,https://www.litres.ru/bair-vladimirovich-shoboev/detstvo-krizis-i-lubov/
1416,ГРЕШНИК. Премия им. А. А. Блока,Григорий Самойлик,5.0,['Стихи и поэзия'],80,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/60974792-grigoriy-samoylik-greshnik-premiya-im-a-a-bloka.jpg,https://www.litres.ru/grigoriy-samoylik/greshnik-premiya-im-a-a-bloka/
1417,Жизнь будет всегда. Премия им. А.А. Блока,Ирина Демина,5.0,['Стихи и поэзия'],100,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/60974752-irina-demina-zhizn-budet-vsegda-premiya-im-a-a-bloka.jpg,https://www.litres.ru/irina-demina/zhizn-budet-vsegda-premiya-im-a-a-bloka/
1418,ВЕШАЛКА. Премия им. А. А. Блока,Константин Белый,4.9,['Стихи и поэзия'],60,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/60974198-konstantin-belyy-25438173-veshalka-premiya-im-a-a-bloka.jpg,https://www.litres.ru/konstantin-belyy-25438173/veshalka-premiya-im-a-a-bloka/
1419,27,Екатерина Бекетова,0,['Стихи и поэзия'],23,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/60974162--.jpg,https://www.litres.ru/ekaterina-beketova/27/
1420,Любуюсь вами…,Гульфия Горбатова,0,['Стихи и поэзия'],31,https://cv9.litres.ru/pub/c/elektronnaya-kniga/cover_415/60973797-gulfiya-gorbatova-lubuus-vami.jpg,https://www.litres.ru/gulfiya-gorbatova/lubuus-vami/
1421,Адрес счастья. Стихи,Марина Герман,0,['Стихи и поэзия'],80,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/60973557-marina-german-adres-schastya-stihi.jpg,https://www.litres.ru/marina-german/adres-schastya-stihi/
1422,Альтаир. Апокалипсис,Алексей Цэдэн-Здравосмыслов,0,['Стихи и поэзия'],130,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/60973457-aleksey-ceden-zdravosmyslov-altair-apokalipsis.jpg,https://www.litres.ru/aleksey-ceden-zdravosmyslov/altair-apokalipsis/
1423,Полёт души,Елена Борисовна Поторочина,0,"['Современная русская литература', 'Стихи и поэзия']",50,https://cv7.litres.ru/pub/c/elektronnaya-kniga/cover_415/60972978-elena-borisovna-potorochina-polet-dushi.jpg,https://www.litres.ru/elena-borisovna-potorochina/polet-dushi/
1424,Избранное. Время слов/10,Эльвира Шабаева,0,['Стихи и поэзия'],100,https://cv6.litres.ru/pub/c/elektronnaya-kniga/cover_415/60972967-elvira-shabaeva-izbrannoe-vremya-slov-10.jpg,https://www.litres.ru/elvira-shabaeva/izbrannoe-vremya-slov-10/
1425,Окликая по имени,Альберт Светлов,0,['Стихи и поэзия'],12,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/60972936-albert-svetlov-oklikaya-po-imeni.jpg,https://www.litres.ru/albert-svetlov/oklikaya-po-imeni/
1426,"Шалом, Эйлат! Израильские женские имена. Азбука любви. Книга восьмая",Юрий Дмитриевич Бердников,0,['Стихи и поэзия'],10,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/60972906-uriy-dmitrievich-ber-shalom-eylat-izrailskie-zhenskie-imena-azbuka-lubvi-k.jpg,https://www.litres.ru/uriy-dmitrievich-ber/shalom-eylat-izrailskie-zhenskie-imena-azbuka-lubvi-k/
1427,Прорастая любовью. Стихи,Луиза Медведева,0,['Стихи и поэзия'],150,https://cv5.litres.ru/pub/c/elektronnaya-kniga/cover_415/60972856-luiza-medvedeva-prorastaya-lubovu-stihi.jpg,https://www.litres.ru/luiza-medvedeva/prorastaya-lubovu-stihi/
1428,"Скомороха сказ второй, как Кощею дали бой",Пётр Саяпин,0,"['Книги для детей', 'Книги о приключениях', 'Стихи и поэзия']",21,https://cv3.litres.ru/pub/c/elektronnaya-kniga/cover_415/60972736-petr-sayapin-skomoroha-skaz-vtoroy-kak-koscheu-dali-boy.jpg,https://www.litres.ru/petr-sayapin/skomoroha-skaz-vtoroy-kak-koscheu-dali-boy/
1429,Стихи про лечение зубов в Липецке и магарыч. Том 229. Серия «Дентилюкс». Здоровые зубы – здоровье нации,Г. М. Флейшер,0,['Стихи и поэзия'],5,https://cv0.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971908-g-fleysher-23162370-stihi-pro-lechenie-zubov-v-lipecke-i-magarych-tom-229.jpg,https://www.litres.ru/g-fleysher-23162370/stihi-pro-lechenie-zubov-v-lipecke-i-magarych-tom-229/
1430,"стишочки, ненависть и голуби",@tanchik589,0,"['Стихи и поэзия', 'Юмор и сатира']",21,https://cv2.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971722-tanchik589-stishochki-nenavist-i-golubi.jpg,https://www.litres.ru/tanchik589/stishochki-nenavist-i-golubi/
1431,Частушки – полным-полна коробочка. Весёлые частушки,Наталия Овезова,0,['Стихи и поэзия'],23,https://cv7.litres.ru/pub/c/elektronnaya-kniga/cover_415/60971577-nataliya-ovezova-chastushki-polnym-polna-korobochka-veselye-chastushki.jpg,https://www.litres.ru/nataliya-ovezova/chastushki-polnym-polna-korobochka-veselye-chastushki/
